fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2018-11-30,31.0,969.0,46.0,0,312.0,71.0,495.0,50.0,23.0
2018-12-01,24.0,1040.0,59.0,0,699.0,95.0,221.0,46.0,11.0
2018-12-02,21.0,947.0,67.0,1,334.0,23.0,76.0,41.0,13.0
2018-12-03,36.0,1052.0,92.0,1,996.0,34.0,352.0,55.0,26.0
2018-12-04,35.0,1019.0,84.0,0,626.0,52.0,246.0,47.0,22.0
2018-12-05,41.0,1035.0,95.0,0,237.0,93.0,107.0,42.0,26.0
2018-12-06,24.0,1045.0,40.0,0,771.0,71.0,40.0,69.0,23.0
2018-12-07,30.0,1012.0,80.0,1,993.0,74.0,330.0,61.0,23.0
2018-12-08,25.0,919.0,43.0,0,328.0,13.0,150.0,61.0,20.0
2018-12-09,33.0,1033.0,100.0,0,308.0,99.0,311.0,44.0,33.0
2018-12-10,37.0,955.0,84.0,0,472.0,45.0,267.0,48.0,20.0
2018-12-11,38.0,962.0,58.0,1,441.0,57.0,170.0,71.0,6.0
2018-12-12,45.0,948.0,27.0,1,558.0,86.0,385.0,50.0,25.0
2018-12-13,41.0,969.0,61.0,1,892.0,28.0,494.0,54.0,19.0
2018-12-14,29.0,980.0,75.0,0,196.0,50.0,63.0,68.0,16.0
2018-12-15,36.0,1041.0,64.0,0,839.0,83.0,363.0,57.0,26.0
2018-12-16,30.0,1014.0,58.0,1,464.0,93.0,226.0,59.0,22.0
2018-12-17,30.0,1096.0,91.0,0,789.0,61.0,246.0,52.0,20.0
2018-12-18,25.0,995.0,76.0,1,931.0,86.0,60.0,49.0,20.0
2018-12-19,31.0,1042.0,39.0,0,106.0,4.0,47.0,59.0,21.0
2018-12-20,40.0,1012.0,45.0,1,691.0,88.0,74.0,18.0,23.0
2018-12-21,29.0,976.0,44.0,1,753.0,42.0,293.0,51.0,18.0
2018-12-22,28.0,1040.0,36.0,1,126.0,70.0,4.0,47.0,14.0
2018-12-23,30.0,976.0,50.0,1,870.0,67.0,451.0,39.0,15.0
2018-12-24,32.0,863.0,25.0,1,852.0,17.0,373.0,38.0,19.0
2018-12-25,32.0,950.0,42.0,1,313.0,78.0,106.0,55.0,9.0
2018-12-26,32.0,929.0,65.0,0,971.0,14.0,3.0,35.0,21.0
2018-12-27,32.0,1021.0,21.0,0,269.0,86.0,50.0,53.0,23.0
2018-12-28,38.0,968.0,91.0,1,250.0,98.0,248.0,35.0,16.0
2018-12-29,33.0,960.0,68.0,0,879.0,96.0,209.0,42.0,14.0
2018-12-30,35.0,1055.0,77.0,1,538.0,61.0,162.0,37.0,16.0
2018-12-31,29.0,967.0,34.0,1,542.0,23.0,495.0,50.0,15.0
2019-01-01,20.0,993.0,31.0,0,326.0,65.0,450.0,60.0,26.0
2019-01-02,43.0,1002.0,99.0,1,451.0,88.0,276.0,32.0,27.0
2019-01-03,31.0,1006.0,82.0,1,910.0,39.0,43.0,42.0,20.0
2019-01-04,28.0,1027.0,47.0,1,371.0,38.0,236.0,53.0,16.0
2019-01-05,42.0,1069.0,27.0,0,337.0,46.0,414.0,15.0,27.0
2019-01-06,33.0,986.0,84.0,0,711.0,79.0,288.0,52.0,23.0
2019-01-07,33.0,1076.0,66.0,1,562.0,91.0,443.0,67.0,16.0
2019-01-08,26.0,1016.0,69.0,1,502.0,20.0,3.0,40.0,14.0
2019-01-09,36.0,1091.0,21.0,1,221.0,26.0,83.0,52.0,13.0
2019-01-10,30.0,1048.0,92.0,0,984.0,64.0,109.0,26.0,23.0
2019-01-11,47.0,965.0,22.0,0,454.0,49.0,407.0,41.0,25.0
2019-01-12,31.0,1056.0,64.0,1,574.0,94.0,83.0,57.0,17.0
2019-01-13,39.0,987.0,51.0,1,388.0,100.0,58.0,54.0,18.0
2019-01-14,29.0,1029.0,75.0,0,711.0,21.0,414.0,61.0,31.0
2019-01-15,39.0,1021.0,24.0,0,599.0,35.0,189.0,55.0,21.0
2019-01-16,31.0,1048.0,52.0,0,748.0,46.0,123.0,22.0,25.0
2019-01-17,29.0,1019.0,84.0,1,300.0,22.0,211.0,67.0,17.0
2019-01-18,19.0,964.0,37.0,1,156.0,30.0,38.0,50.0,6.0
2019-01-19,33.0,970.0,79.0,0,945.0,9.0,377.0,45.0,29.0
2019-01-20,30.0,993.0,52.0,1,901.0,32.0,12.0,65.0,13.0
2019-01-21,40.0,1033.0,49.0,0,391.0,93.0,157.0,48.0,23.0
2019-01-22,38.0,995.0,26.0,1,112.0,36.0,213.0,51.0,6.0
2019-01-23,32.0,966.0,29.0,1,652.0,81.0,57.0,49.0,13.0
2019-01-24,42.0,992.0,69.0,0,514.0,64.0,431.0,64.0,18.0
2019-01-25,28.0,1058.0,46.0,0,161.0,90.0,414.0,49.0,17.0
2019-01-26,17.0,1129.0,37.0,1,128.0,98.0,283.0,63.0,11.0
2019-01-27,26.0,1005.0,46.0,1,510.0,67.0,333.0,54.0,15.0
2019-01-28,38.0,1087.0,72.0,1,313.0,94.0,32.0,55.0,21.0
2019-01-29,21.0,983.0,89.0,1,864.0,80.0,230.0,50.0,8.0
2019-01-30,35.0,1083.0,68.0,1,107.0,30.0,154.0,57.0,12.0
2019-01-31,32.0,930.0,83.0,0,455.0,88.0,341.0,38.0,21.0
2019-02-01,30.0,1003.0,52.0,1,689.0,50.0,64.0,57.0,16.0
2019-02-02,33.0,1022.0,72.0,1,258.0,67.0,117.0,55.0,20.0
2019-02-03,32.0,941.0,30.0,0,635.0,76.0,498.0,38.0,23.0
2019-02-04,28.0,964.0,32.0,0,543.0,90.0,433.0,45.0,19.0
2019-02-05,46.0,933.0,24.0,1,646.0,27.0,309.0,42.0,9.0
2019-02-06,27.0,1053.0,68.0,1,126.0,19.0,302.0,47.0,12.0
2019-02-07,37.0,1056.0,92.0,0,796.0,33.0,170.0,42.0,26.0
2019-02-08,30.0,951.0,42.0,0,932.0,51.0,96.0,53.0,22.0
2019-02-09,33.0,1099.0,91.0,0,663.0,43.0,280.0,53.0,17.0
2019-02-10,33.0,976.0,93.0,0,377.0,74.0,468.0,53.0,23.0
2019-02-11,38.0,950.0,89.0,1,801.0,52.0,53.0,47.0,16.0
2019-02-12,36.0,1000.0,23.0,0,163.0,28.0,306.0,64.0,22.0
2019-02-13,23.0,985.0,59.0,0,620.0,28.0,6.0,66.0,15.0
2019-02-14,28.0,1012.0,86.0,0,850.0,82.0,40.0,54.0,23.0
2019-02-15,25.0,1048.0,35.0,1,975.0,30.0,313.0,45.0,15.0
2019-02-16,31.0,950.0,54.0,1,252.0,94.0,55.0,54.0,15.0
2019-02-17,33.0,1041.0,60.0,1,385.0,66.0,152.0,39.0,6.0
2019-02-18,34.0,929.0,40.0,0,613.0,22.0,217.0,44.0,18.0
2019-02-19,41.0,978.0,60.0,1,665.0,21.0,90.0,58.0,15.0
2019-02-20,39.0,976.0,74.0,1,761.0,15.0,422.0,41.0,14.0
2019-02-21,36.0,912.0,58.0,1,549.0,47.0,97.0,50.0,19.0
2019-02-22,35.0,984.0,91.0,1,716.0,90.0,70.0,67.0,15.0
2019-02-23,40.0,1011.0,27.0,1,569.0,45.0,30.0,51.0,17.0
2019-02-24,25.0,1071.0,45.0,0,222.0,27.0,359.0,35.0,21.0
2019-02-25,26.0,1012.0,33.0,1,393.0,22.0,347.0,63.0,11.0
2019-02-26,22.0,1061.0,82.0,1,545.0,18.0,453.0,52.0,17.0
2019-02-27,46.0,935.0,78.0,0,478.0,94.0,374.0,65.0,22.0
2019-02-28,34.0,1029.0,38.0,0,818.0,22.0,483.0,57.0,17.0
2019-03-01,31.0,1033.0,89.0,0,538.0,62.0,428.0,59.0,24.0
2019-03-02,20.0,1021.0,44.0,1,611.0,9.0,478.0,59.0,28.0
2019-03-03,24.0,992.0,20.0,1,826.0,5.0,234.0,39.0,12.0
2019-03-04,27.0,961.0,38.0,0,121.0,2.0,236.0,49.0,11.0
2019-03-05,38.0,1058.0,47.0,0,963.0,85.0,53.0,44.0,28.0
2019-03-06,42.0,1002.0,28.0,0,536.0,89.0,2.0,47.0,28.0
2019-03-07,39.0,1114.0,87.0,0,305.0,70.0,25.0,41.0,15.0
2019-03-08,29.0,1029.0,95.0,0,795.0,95.0,95.0,57.0,23.0
2019-03-09,24.0,1010.0,70.0,1,745.0,23.0,488.0,56.0,20.0
2019-03-10,43.0,1013.0,24.0,0,882.0,72.0,344.0,67.0,28.0
2019-03-11,38.0,1013.0,86.0,1,219.0,0.0,42.0,40.0,16.0
2019-03-12,30.0,1007.0,88.0,1,417.0,60.0,110.0,41.0,20.0
2019-03-13,31.0,946.0,76.0,0,555.0,27.0,273.0,74.0,13.0
2019-03-14,37.0,951.0,44.0,0,521.0,17.0,299.0,47.0,18.0
2019-03-15,30.0,1070.0,25.0,0,197.0,94.0,476.0,52.0,23.0
2019-03-16,31.0,1021.0,27.0,0,755.0,54.0,172.0,47.0,20.0
2019-03-17,27.0,1059.0,48.0,1,337.0,55.0,499.0,61.0,21.0
2019-03-18,40.0,1000.0,50.0,1,140.0,76.0,374.0,63.0,18.0
2019-03-19,29.0,982.0,66.0,0,411.0,37.0,441.0,41.0,16.0
2019-03-20,37.0,937.0,73.0,0,537.0,18.0,351.0,48.0,15.0
2019-03-21,37.0,1046.0,45.0,1,191.0,56.0,443.0,48.0,18.0
2019-03-22,31.0,971.0,74.0,1,784.0,45.0,115.0,58.0,21.0
2019-03-23,28.0,1065.0,67.0,1,271.0,66.0,32.0,36.0,11.0
2019-03-24,25.0,991.0,50.0,0,553.0,81.0,158.0,60.0,17.0
2019-03-25,28.0,981.0,22.0,0,981.0,30.0,154.0,70.0,11.0
2019-03-26,37.0,989.0,33.0,1,838.0,34.0,403.0,63.0,12.0
2019-03-27,33.0,1019.0,54.0,1,228.0,22.0,337.0,53.0,16.0
2019-03-28,40.0,989.0,75.0,0,454.0,92.0,278.0,39.0,23.0
2019-03-29,31.0,989.0,21.0,1,129.0,44.0,297.0,48.0,15.0
2019-03-30,26.0,1021.0,33.0,1,423.0,45.0,103.0,38.0,10.0
2019-03-31,27.0,930.0,90.0,0,932.0,20.0,352.0,42.0,28.0
2019-04-01,29.0,952.0,45.0,0,175.0,36.0,169.0,53.0,28.0
2019-04-02,22.0,1042.0,71.0,1,574.0,15.0,236.0,60.0,24.0
2019-04-03,21.0,992.0,37.0,1,678.0,30.0,389.0,58.0,19.0
2019-04-04,20.0,977.0,64.0,0,104.0,80.0,125.0,51.0,28.0
2019-04-05,27.0,938.0,38.0,0,767.0,31.0,317.0,64.0,31.0
2019-04-06,29.0,1018.0,25.0,0,605.0,10.0,29.0,26.0,25.0
2019-04-07,25.0,1025.0,36.0,1,197.0,62.0,447.0,55.0,28.0
2019-04-08,18.0,999.0,52.0,1,921.0,59.0,142.0,29.0,20.0
2019-04-09,19.0,983.0,93.0,1,628.0,6.0,177.0,53.0,18.0
2019-04-10,31.0,982.0,95.0,0,520.0,85.0,276.0,47.0,31.0
2019-04-11,27.0,956.0,89.0,0,260.0,58.0,67.0,46.0,23.0
2019-04-12,23.0,986.0,36.0,1,924.0,21.0,125.0,57.0,15.0
2019-04-13,19.0,935.0,43.0,1,492.0,20.0,377.0,53.0,18.0
2019-04-14,26.0,1022.0,82.0,1,558.0,44.0,453.0,30.0,25.0
2019-04-15,33.0,1060.0,75.0,1,475.0,53.0,19.0,56.0,22.0
2019-04-16,21.0,996.0,40.0,0,957.0,80.0,50.0,39.0,24.0
2019-04-17,23.0,942.0,60.0,1,829.0,15.0,450.0,51.0,28.0
2019-04-18,25.0,973.0,51.0,0,941.0,64.0,267.0,40.0,26.0
2019-04-19,19.0,1057.0,33.0,1,798.0,19.0,408.0,48.0,28.0
2019-04-20,31.0,1078.0,76.0,1,543.0,49.0,129.0,60.0,28.0
2019-04-21,31.0,969.0,94.0,1,549.0,76.0,114.0,58.0,29.0
2019-04-22,13.0,972.0,77.0,0,749.0,25.0,399.0,52.0,30.0
2019-04-23,27.0,990.0,91.0,0,293.0,14.0,477.0,60.0,25.0
2019-04-24,13.0,1002.0,73.0,1,141.0,55.0,49.0,44.0,26.0
2019-04-25,26.0,931.0,87.0,0,183.0,60.0,225.0,27.0,30.0
2019-04-26,31.0,946.0,70.0,1,131.0,8.0,175.0,41.0,12.0
2019-04-27,27.0,975.0,39.0,1,153.0,98.0,8.0,44.0,24.0
2019-04-28,24.0,986.0,64.0,0,289.0,40.0,251.0,37.0,19.0
2019-04-29,32.0,1026.0,62.0,0,205.0,24.0,353.0,59.0,30.0
2019-04-30,24.0,946.0,63.0,1,261.0,8.0,358.0,59.0,21.0
2019-05-01,18.0,1004.0,20.0,0,353.0,35.0,420.0,59.0,21.0
2019-05-02,25.0,1026.0,92.0,0,611.0,56.0,142.0,57.0,29.0
2019-05-03,21.0,985.0,51.0,1,440.0,37.0,93.0,59.0,11.0
2019-05-04,23.0,988.0,85.0,1,387.0,15.0,2.0,39.0,16.0
2019-05-05,43.0,1022.0,98.0,0,978.0,63.0,396.0,51.0,33.0
2019-05-06,25.0,1129.0,97.0,1,150.0,68.0,188.0,48.0,29.0
2019-05-07,16.0,1073.0,41.0,0,621.0,38.0,400.0,37.0,22.0
2019-05-08,26.0,1035.0,65.0,1,467.0,64.0,112.0,37.0,19.0
2019-05-09,19.0,1039.0,39.0,1,661.0,50.0,101.0,65.0,28.0
2019-05-10,35.0,971.0,58.0,0,672.0,58.0,322.0,45.0,24.0
2019-05-11,16.0,1055.0,64.0,0,234.0,48.0,429.0,37.0,35.0
2019-05-12,27.0,1028.0,91.0,0,212.0,86.0,18.0,56.0,37.0
2019-05-13,28.0,1042.0,99.0,0,471.0,80.0,224.0,57.0,36.0
2019-05-14,28.0,1075.0,84.0,1,887.0,23.0,30.0,81.0,30.0
2019-05-15,25.0,1001.0,47.0,1,137.0,47.0,100.0,32.0,26.0
2019-05-16,17.0,1009.0,74.0,0,956.0,40.0,168.0,47.0,34.0
2019-05-17,26.0,948.0,48.0,1,445.0,45.0,256.0,50.0,11.0
2019-05-18,26.0,997.0,92.0,0,458.0,96.0,394.0,53.0,33.0
2019-05-19,34.0,970.0,84.0,1,384.0,98.0,368.0,46.0,32.0
2019-05-20,32.0,948.0,93.0,1,976.0,37.0,446.0,53.0,32.0
2019-05-21,27.0,1034.0,65.0,0,288.0,53.0,394.0,51.0,28.0
2019-05-22,31.0,1028.0,43.0,0,987.0,28.0,176.0,57.0,31.0
2019-05-23,17.0,950.0,75.0,0,589.0,78.0,9.0,49.0,30.0
2019-05-24,23.0,999.0,69.0,0,275.0,78.0,429.0,63.0,33.0
2019-05-25,32.0,1010.0,82.0,1,850.0,82.0,367.0,44.0,27.0
2019-05-26,32.0,979.0,75.0,0,778.0,56.0,138.0,43.0,26.0
2019-05-27,30.0,1016.0,62.0,0,972.0,93.0,386.0,55.0,38.0
2019-05-28,22.0,1007.0,84.0,0,509.0,42.0,30.0,40.0,26.0
2019-05-29,25.0,999.0,71.0,0,120.0,70.0,19.0,56.0,29.0
2019-05-30,22.0,1019.0,80.0,0,531.0,81.0,124.0,60.0,28.0
2019-05-31,14.0,935.0,27.0,1,659.0,45.0,246.0,67.0,22.0
2019-06-01,26.0,987.0,85.0,0,252.0,95.0,83.0,35.0,29.0
2019-06-02,26.0,1076.0,50.0,0,343.0,38.0,223.0,64.0,27.0
2019-06-03,26.0,973.0,31.0,0,506.0,44.0,290.0,45.0,20.0
2019-06-04,23.0,1130.0,86.0,1,387.0,17.0,148.0,48.0,27.0
2019-06-05,23.0,1028.0,60.0,0,430.0,87.0,369.0,71.0,29.0
2019-06-06,21.0,944.0,100.0,1,524.0,51.0,339.0,40.0,19.0
2019-06-07,22.0,912.0,29.0,0,513.0,37.0,200.0,44.0,22.0
2019-06-08,22.0,1001.0,93.0,1,811.0,82.0,112.0,75.0,23.0
2019-06-09,19.0,983.0,54.0,0,397.0,87.0,152.0,49.0,30.0
2019-06-10,29.0,991.0,99.0,0,438.0,6.0,409.0,49.0,27.0
2019-06-11,32.0,955.0,35.0,0,335.0,90.0,294.0,66.0,28.0
2019-06-12,30.0,994.0,46.0,0,454.0,51.0,163.0,46.0,24.0
2019-06-13,25.0,913.0,86.0,0,677.0,7.0,379.0,64.0,28.0
2019-06-14,18.0,983.0,26.0,1,747.0,58.0,145.0,51.0,20.0
2019-06-15,22.0,1052.0,76.0,1,720.0,98.0,166.0,41.0,24.0
2019-06-16,25.0,1136.0,65.0,0,803.0,11.0,446.0,50.0,34.0
2019-06-17,23.0,1049.0,85.0,1,664.0,29.0,121.0,35.0,21.0
2019-06-18,24.0,1035.0,22.0,0,884.0,41.0,312.0,60.0,29.0
2019-06-19,22.0,988.0,85.0,0,262.0,51.0,300.0,49.0,22.0
2019-06-20,27.0,1059.0,65.0,0,362.0,73.0,454.0,53.0,30.0
2019-06-21,28.0,975.0,69.0,0,324.0,30.0,427.0,64.0,30.0
2019-06-22,22.0,1018.0,96.0,0,928.0,48.0,377.0,60.0,37.0
2019-06-23,35.0,990.0,57.0,0,653.0,8.0,15.0,64.0,23.0
2019-06-24,30.0,921.0,31.0,1,281.0,55.0,44.0,57.0,17.0
2019-06-25,28.0,1005.0,90.0,0,389.0,59.0,132.0,58.0,29.0
2019-06-26,29.0,927.0,81.0,1,762.0,23.0,489.0,59.0,31.0
2019-06-27,20.0,977.0,54.0,1,847.0,27.0,82.0,43.0,27.0
2019-06-28,28.0,1025.0,97.0,1,638.0,79.0,296.0,40.0,26.0
2019-06-29,24.0,1054.0,91.0,1,581.0,62.0,388.0,62.0,33.0
2019-06-30,24.0,1045.0,32.0,1,398.0,90.0,16.0,55.0,25.0
2019-07-01,27.0,980.0,68.0,1,577.0,27.0,41.0,55.0,21.0
2019-07-02,25.0,988.0,39.0,0,533.0,77.0,17.0,43.0,27.0
2019-07-03,33.0,1005.0,30.0,0,250.0,56.0,173.0,61.0,20.0
2019-07-04,33.0,1026.0,36.0,0,431.0,10.0,324.0,47.0,23.0
2019-07-05,32.0,982.0,72.0,0,469.0,69.0,102.0,40.0,13.0
2019-07-06,23.0,995.0,77.0,1,237.0,44.0,218.0,38.0,12.0
2019-07-07,32.0,1111.0,53.0,1,586.0,32.0,125.0,38.0,17.0
2019-07-08,25.0,951.0,33.0,1,572.0,7.0,381.0,57.0,14.0
2019-07-09,29.0,1059.0,98.0,0,593.0,24.0,253.0,55.0,21.0
2019-07-10,23.0,917.0,27.0,1,557.0,12.0,216.0,37.0,10.0
2019-07-11,34.0,964.0,91.0,1,857.0,99.0,439.0,52.0,31.0
2019-07-12,30.0,1056.0,49.0,1,524.0,37.0,272.0,62.0,24.0
2019-07-13,22.0,1057.0,85.0,0,961.0,43.0,66.0,42.0,27.0
2019-07-14,31.0,955.0,48.0,0,509.0,38.0,313.0,47.0,20.0
2019-07-15,23.0,906.0,47.0,0,222.0,44.0,139.0,50.0,23.0
2019-07-16,23.0,1073.0,50.0,1,177.0,73.0,359.0,37.0,29.0
2019-07-17,29.0,980.0,67.0,1,179.0,60.0,469.0,70.0,20.0
2019-07-18,20.0,1038.0,96.0,0,486.0,30.0,183.0,58.0,21.0
2019-07-19,22.0,1047.0,28.0,0,360.0,47.0,79.0,33.0,24.0
2019-07-20,25.0,937.0,64.0,0,118.0,27.0,264.0,46.0,22.0
2019-07-21,25.0,1055.0,33.0,1,574.0,64.0,176.0,46.0,22.0
2019-07-22,34.0,973.0,52.0,1,906.0,45.0,494.0,53.0,30.0
2019-07-23,25.0,937.0,72.0,0,492.0,91.0,217.0,54.0,24.0
2019-07-24,31.0,1039.0,77.0,0,106.0,19.0,219.0,54.0,28.0
2019-07-25,20.0,938.0,69.0,1,241.0,73.0,173.0,56.0,19.0
2019-07-26,24.0,933.0,53.0,0,215.0,7.0,392.0,56.0,17.0
2019-07-27,31.0,985.0,88.0,1,405.0,31.0,259.0,34.0,23.0
2019-07-28,18.0,1108.0,71.0,0,458.0,42.0,22.0,58.0,24.0
2019-07-29,28.0,982.0,53.0,0,138.0,63.0,302.0,34.0,19.0
2019-07-30,21.0,1008.0,24.0,1,162.0,87.0,333.0,56.0,14.0
2019-07-31,18.0,948.0,23.0,1,471.0,55.0,219.0,52.0,12.0
2019-08-01,18.0,1146.0,32.0,1,360.0,5.0,120.0,45.0,17.0
2019-08-02,26.0,1067.0,97.0,1,835.0,50.0,89.0,38.0,25.0
2019-08-03,17.0,1009.0,93.0,1,983.0,18.0,250.0,43.0,27.0
2019-08-04,23.0,1009.0,90.0,1,551.0,20.0,124.0,42.0,21.0
2019-08-05,32.0,1077.0,88.0,1,361.0,11.0,86.0,52.0,20.0
2019-08-06,30.0,934.0,41.0,1,599.0,48.0,411.0,50.0,18.0
2019-08-07,26.0,943.0,97.0,0,640.0,5.0,409.0,68.0,24.0
2019-08-08,24.0,1015.0,90.0,0,962.0,57.0,214.0,46.0,31.0
2019-08-09,25.0,993.0,75.0,0,992.0,9.0,36.0,56.0,23.0
2019-08-10,30.0,1025.0,100.0,0,961.0,50.0,37.0,36.0,28.0
2019-08-11,21.0,985.0,41.0,1,789.0,98.0,405.0,40.0,25.0
2019-08-12,36.0,1056.0,67.0,1,444.0,97.0,75.0,47.0,21.0
2019-08-13,27.0,964.0,44.0,0,234.0,64.0,482.0,58.0,27.0
2019-08-14,23.0,956.0,85.0,0,461.0,85.0,268.0,45.0,29.0
2019-08-15,20.0,951.0,29.0,1,962.0,95.0,453.0,64.0,24.0
2019-08-16,30.0,995.0,43.0,1,321.0,99.0,150.0,66.0,24.0
2019-08-17,26.0,1051.0,69.0,1,863.0,42.0,167.0,41.0,25.0
2019-08-18,23.0,958.0,70.0,0,816.0,93.0,252.0,35.0,23.0
2019-08-19,17.0,1062.0,21.0,1,395.0,20.0,27.0,47.0,19.0
2019-08-20,33.0,984.0,81.0,0,568.0,65.0,103.0,46.0,26.0
2019-08-21,31.0,1054.0,20.0,0,950.0,56.0,171.0,56.0,29.0
2019-08-22,27.0,976.0,22.0,0,825.0,81.0,350.0,74.0,26.0
2019-08-23,19.0,1077.0,84.0,1,331.0,29.0,4.0,50.0,18.0
2019-08-24,28.0,1046.0,55.0,0,518.0,5.0,259.0,46.0,24.0
2019-08-25,29.0,1008.0,20.0,0,814.0,0.0,361.0,52.0,32.0
2019-08-26,23.0,966.0,53.0,1,581.0,71.0,307.0,51.0,15.0
2019-08-27,28.0,1048.0,74.0,1,761.0,60.0,468.0,55.0,27.0
2019-08-28,27.0,1025.0,89.0,1,377.0,53.0,341.0,48.0,21.0
2019-08-29,29.0,933.0,21.0,1,758.0,41.0,494.0,66.0,15.0
2019-08-30,29.0,974.0,97.0,0,524.0,90.0,241.0,56.0,28.0
2019-08-31,17.0,959.0,66.0,1,617.0,29.0,312.0,52.0,11.0
2019-09-01,22.0,990.0,83.0,0,781.0,12.0,288.0,34.0,21.0
2019-09-02,19.0,906.0,72.0,1,399.0,12.0,456.0,40.0,18.0
2019-09-03,29.0,973.0,80.0,0,253.0,28.0,34.0,43.0,25.0
2019-09-04,19.0,968.0,61.0,1,140.0,76.0,293.0,61.0,14.0
2019-09-05,21.0,1008.0,33.0,0,302.0,17.0,101.0,45.0,14.0
2019-09-06,24.0,1075.0,56.0,0,480.0,73.0,480.0,60.0,35.0
2019-09-07,20.0,988.0,54.0,0,363.0,60.0,212.0,38.0,20.0
2019-09-08,22.0,937.0,53.0,1,613.0,62.0,174.0,45.0,25.0
2019-09-09,33.0,994.0,89.0,0,471.0,12.0,10.0,33.0,23.0
2019-09-10,21.0,960.0,73.0,0,732.0,95.0,10.0,45.0,28.0
2019-09-11,27.0,923.0,59.0,0,834.0,37.0,436.0,54.0,23.0
2019-09-12,23.0,990.0,72.0,0,275.0,19.0,386.0,62.0,27.0
2019-09-13,34.0,883.0,59.0,1,398.0,50.0,295.0,28.0,19.0
2019-09-14,33.0,948.0,29.0,0,765.0,79.0,175.0,48.0,22.0
2019-09-15,31.0,1041.0,63.0,0,565.0,70.0,73.0,43.0,20.0
2019-09-16,20.0,1014.0,37.0,1,360.0,84.0,355.0,36.0,28.0
2019-09-17,23.0,986.0,84.0,1,227.0,80.0,346.0,51.0,13.0
2019-09-18,23.0,985.0,54.0,0,637.0,14.0,165.0,63.0,27.0
2019-09-19,16.0,1005.0,83.0,0,140.0,90.0,75.0,65.0,29.0
2019-09-20,29.0,989.0,72.0,1,344.0,32.0,281.0,71.0,19.0
2019-09-21,26.0,1010.0,44.0,0,615.0,47.0,52.0,51.0,21.0
2019-09-22,29.0,921.0,65.0,1,353.0,63.0,313.0,40.0,20.0
2019-09-23,28.0,962.0,79.0,0,423.0,9.0,435.0,49.0,28.0
2019-09-24,23.0,943.0,41.0,0,515.0,52.0,165.0,48.0,20.0
2019-09-25,18.0,1083.0,50.0,0,293.0,2.0,16.0,60.0,24.0
2019-09-26,23.0,1064.0,60.0,0,347.0,73.0,498.0,72.0,27.0
2019-09-27,25.0,1033.0,69.0,0,692.0,54.0,319.0,62.0,21.0
2019-09-28,19.0,975.0,100.0,0,147.0,74.0,33.0,37.0,23.0
2019-09-29,20.0,996.0,45.0,1,307.0,26.0,261.0,57.0,17.0
2019-09-30,35.0,970.0,71.0,0,529.0,84.0,96.0,56.0,33.0
2019-10-01,42.0,994.0,36.0,0,903.0,53.0,214.0,53.0,20.0
2019-10-02,32.0,947.0,55.0,1,645.0,72.0,18.0,62.0,7.0
2019-10-03,41.0,1003.0,100.0,1,160.0,19.0,206.0,43.0,22.0
2019-10-04,35.0,941.0,57.0,1,431.0,60.0,376.0,54.0,12.0
2019-10-05,32.0,942.0,22.0,0,621.0,39.0,240.0,38.0,21.0
2019-10-06,34.0,909.0,67.0,1,400.0,10.0,51.0,47.0,5.0
2019-10-07,36.0,917.0,84.0,0,265.0,20.0,16.0,49.0,15.0
2019-10-08,29.0,992.0,38.0,0,478.0,20.0,21.0,67.0,15.0
2019-10-09,46.0,1032.0,22.0,0,569.0,28.0,33.0,49.0,21.0
2019-10-10,29.0,983.0,30.0,0,457.0,26.0,398.0,47.0,19.0
2019-10-11,29.0,970.0,65.0,0,138.0,72.0,416.0,40.0,28.0
2019-10-12,28.0,1001.0,21.0,0,521.0,80.0,53.0,60.0,25.0
2019-10-13,34.0,1025.0,42.0,0,938.0,37.0,485.0,44.0,25.0
2019-10-14,33.0,1029.0,58.0,0,854.0,36.0,329.0,40.0,21.0
2019-10-15,36.0,1028.0,82.0,0,525.0,5.0,85.0,48.0,18.0
2019-10-16,27.0,976.0,44.0,1,627.0,2.0,185.0,38.0,12.0
2019-10-17,26.0,1001.0,93.0,1,257.0,32.0,389.0,60.0,18.0
2019-10-18,31.0,1039.0,61.0,1,598.0,34.0,21.0,47.0,14.0
2019-10-19,23.0,1027.0,86.0,1,345.0,86.0,376.0,51.0,23.0
2019-10-20,22.0,948.0,90.0,1,522.0,16.0,154.0,48.0,16.0
2019-10-21,23.0,971.0,48.0,1,518.0,36.0,230.0,43.0,8.0
2019-10-22,39.0,1037.0,41.0,1,779.0,91.0,487.0,64.0,27.0
2019-10-23,33.0,963.0,22.0,1,220.0,90.0,63.0,53.0,10.0
2019-10-24,37.0,975.0,78.0,0,306.0,38.0,309.0,41.0,26.0
2019-10-25,29.0,1017.0,26.0,0,799.0,47.0,408.0,27.0,23.0
2019-10-26,38.0,1038.0,29.0,0,513.0,16.0,482.0,31.0,25.0
2019-10-27,31.0,961.0,87.0,0,589.0,41.0,456.0,52.0,21.0
2019-10-28,32.0,1076.0,25.0,1,360.0,74.0,272.0,67.0,20.0
2019-10-29,25.0,924.0,24.0,0,886.0,85.0,248.0,46.0,15.0
2019-10-30,28.0,956.0,25.0,1,381.0,89.0,177.0,54.0,13.0
